date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:53:48	46513/46513	---M--	200	added ('OK')	image/jpeg	etag:%2258801de-b5b1-4b8e192bf3700%22	https://spqr.eecs.umich.edu/moo/apps/concrete/images/moo.jpg	spqr.eecs.umich.edu/moo/apps/concrete/images/moo.jpg	(from https://spqr.eecs.umich.edu/moo/apps/concrete/)
01:53:48	814440/814440	---M--	200	added ('OK')	image/jpeg	etag:%2258801df-c6d68-4b8e192bf3700%22	https://spqr.eecs.umich.edu/moo/apps/concrete/images/wisp_blocks.jpg	spqr.eecs.umich.edu/moo/apps/concrete/images/wisp_blocks.jpg	(from https://spqr.eecs.umich.edu/moo/apps/concrete/)
01:53:50	173995/173995	---M--	200	added ('OK')	image/jpeg	etag:%2258801d5-2a7ab-4b96f916a16c0%22	https://spqr.eecs.umich.edu/moo/apps/concrete/images/DSCN2172.jpg	spqr.eecs.umich.edu/moo/apps/concrete/images/DSCN2172.jpg	(from https://spqr.eecs.umich.edu/moo/apps/concrete/)
01:53:50	512034/512034	---M--	200	added ('OK')	image/jpeg	etag:%2258801cc-7d022-4b96f916a16c0%22	https://spqr.eecs.umich.edu/moo/apps/concrete/images/CIMG2323.jpg	spqr.eecs.umich.edu/moo/apps/concrete/images/CIMG2323.jpg	(from https://spqr.eecs.umich.edu/moo/apps/concrete/)
01:53:54	870152/870152	---M--	200	added ('OK')	image/jpeg	etag:%2258801cd-d4708-4b96f916a16c0%22	https://spqr.eecs.umich.edu/moo/apps/concrete/images/DSCN2084.jpg	spqr.eecs.umich.edu/moo/apps/concrete/images/DSCN2084.jpg	(from https://spqr.eecs.umich.edu/moo/apps/concrete/)
01:53:55	835913/835913	---M--	200	added ('OK')	image/jpeg	etag:%2258801ce-cc149-4b96f916a16c0%22	https://spqr.eecs.umich.edu/moo/apps/concrete/images/DSCN2086.jpg	spqr.eecs.umich.edu/moo/apps/concrete/images/DSCN2086.jpg	(from https://spqr.eecs.umich.edu/moo/apps/concrete/)
01:53:56	1079442/1079442	---M--	200	added ('OK')	image/jpeg	etag:%2258801cf-107892-4b96f916a16c0%22	https://spqr.eecs.umich.edu/moo/apps/concrete/images/DSCN2091.jpg	spqr.eecs.umich.edu/moo/apps/concrete/images/DSCN2091.jpg	(from https://spqr.eecs.umich.edu/moo/apps/concrete/)
01:53:58	1161620/1161620	---M--	200	added ('OK')	image/jpeg	etag:%2258801d4-11b994-4b96f916a16c0%22	https://spqr.eecs.umich.edu/moo/apps/concrete/images/DSCN2100.jpg	spqr.eecs.umich.edu/moo/apps/concrete/images/DSCN2100.jpg	(from https://spqr.eecs.umich.edu/moo/apps/concrete/)
01:54:02	1075591/1075591	---M--	200	added ('OK')	image/jpeg	etag:%2258801d3-106987-4b96f916a16c0%22	https://spqr.eecs.umich.edu/moo/apps/concrete/images/DSCN2095.jpg	spqr.eecs.umich.edu/moo/apps/concrete/images/DSCN2095.jpg	(from https://spqr.eecs.umich.edu/moo/apps/concrete/)
01:54:02	812538/812538	---M--	200	added ('OK')	image/jpeg	etag:%2258801d2-c65fa-4b96f916a16c0%22	https://spqr.eecs.umich.edu/moo/apps/concrete/images/DSCN2094.jpg	spqr.eecs.umich.edu/moo/apps/concrete/images/DSCN2094.jpg	(from https://spqr.eecs.umich.edu/moo/apps/concrete/)
01:54:05	347245/347245	---M--	200	added ('OK')	image/jpeg	etag:%2258801d7-54c6d-4b96f916a16c0%22	https://spqr.eecs.umich.edu/moo/apps/concrete/images/DSCN2174.jpg	spqr.eecs.umich.edu/moo/apps/concrete/images/DSCN2174.jpg	(from https://spqr.eecs.umich.edu/moo/apps/concrete/)
01:54:05	815754/815754	---M--	200	added ('OK')	image/jpeg	etag:%2258801dd-c728a-4b96f916a16c0%22	https://spqr.eecs.umich.edu/moo/apps/concrete/images/medium_strenght.jpg	spqr.eecs.umich.edu/moo/apps/concrete/images/medium_strenght.jpg	(from https://spqr.eecs.umich.edu/moo/apps/concrete/)
01:54:05	12733517/12733517	---M--	200	added ('OK')	application/pdf	etag:%22588009a-c24c4d-4cdd7fb711ec0%22	https://spqr.eecs.umich.edu/events/2012-medcomm/talks/adapoon-medcomm2012.pdf	spqr.eecs.umich.edu/events/2012-medcomm/talks/adapoon-medcomm2012.pdf	(from https://spqr.eecs.umich.edu/events/2012-medcomm/)
01:54:06	353980/353980	---M--	200	added ('OK')	image/jpeg	etag:%2258801d6-566bc-4b96f916a16c0%22	https://spqr.eecs.umich.edu/moo/apps/concrete/images/DSCN2173.jpg	spqr.eecs.umich.edu/moo/apps/concrete/images/DSCN2173.jpg	(from https://spqr.eecs.umich.edu/moo/apps/concrete/)
01:54:06	435838/435838	---M--	200	added ('OK')	image/jpeg	etag:%2258801d8-6a67e-4b96f916a16c0%22	https://spqr.eecs.umich.edu/moo/apps/concrete/images/DSCN2178.jpg	spqr.eecs.umich.edu/moo/apps/concrete/images/DSCN2178.jpg	(from https://spqr.eecs.umich.edu/moo/apps/concrete/)
01:54:09	2063981/2063981	---M--	200	added ('OK')	image/jpeg	etag:%2258801d9-1f7e6d-4b8e192bf3700%22	https://spqr.eecs.umich.edu/moo/apps/concrete/images/IMG_2701.jpg	spqr.eecs.umich.edu/moo/apps/concrete/images/IMG_2701.jpg	(from https://spqr.eecs.umich.edu/moo/apps/concrete/)
01:54:12	2063341/2063341	---M--	200	added ('OK')	image/jpeg	etag:%2258801db-1f7bed-4b8e192bf3700%22	https://spqr.eecs.umich.edu/moo/apps/concrete/images/IMG_9238.jpg	spqr.eecs.umich.edu/moo/apps/concrete/images/IMG_9238.jpg	(from https://spqr.eecs.umich.edu/moo/apps/concrete/)
01:54:12	2954914/2954914	---M--	200	added ('OK')	image/jpeg	etag:%2258801da-2d16a2-4b8e192bf3700%22	https://spqr.eecs.umich.edu/moo/apps/concrete/images/IMG_2703.jpg	spqr.eecs.umich.edu/moo/apps/concrete/images/IMG_2703.jpg	(from https://spqr.eecs.umich.edu/moo/apps/concrete/)
01:54:13	1089805/1089805	---M--	200	added ('OK')	image/jpeg	etag:%2258801dc-10a10d-4b8e192bf3700%22	https://spqr.eecs.umich.edu/moo/apps/concrete/images/IMG_9240.jpg	spqr.eecs.umich.edu/moo/apps/concrete/images/IMG_9240.jpg	(from https://spqr.eecs.umich.edu/moo/apps/concrete/)
01:54:14	21708812/21708812	---M--	200	added ('OK')	application/pdf	etag:%225880098-14b400c-4c749b6d82040%22	https://spqr.eecs.umich.edu/events/2012-medcomm/talks/HugoCampos_Helsinki_Presentation_Final.pdf	spqr.eecs.umich.edu/events/2012-medcomm/talks/HugoCampos_Helsinki_Presentation_Final.pdf	(from https://spqr.eecs.umich.edu/events/2012-medcomm/)
